YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,1,1,4,MQ,3173,N614MQ,GRI,DFW,620,,,,,120.0,,,561,,,820,,,0,1,B,,,,,
2015,1,1,4,AA,387,N4XXAA,LAX,AUS,625,,,,,175.0,,,1242,,,1120,,,0,1,A,,,,,
2015,1,1,4,AA,1635,N025AA,ATL,DFW,625,,,,,150.0,,,731,,,755,,,0,1,B,,,,,
2015,1,1,4,MQ,3609,N836MQ,LEX,DFW,625,,,,,160.0,,,785,,,805,,,0,1,B,,,,,
2015,1,1,4,MQ,3634,N606MQ,VPS,DFW,625,,,,,135.0,,,641,,,840,,,0,1,B,,,,,
2015,1,1,4,MQ,2913,N600MQ,GPT,DFW,630,,,,,115.0,,,500,,,825,,,0,1,B,,,,,
2015,1,1,4,MQ,3649,N935MQ,MGM,DFW,630,,,,,135.0,,,622,,,845,,,0,1,B,,,,,
2015,1,1,4,AA,1349,N4XJAA,MSY,DFW,635,,,,,100.0,,,447,,,815,,,0,1,B,,,,,
2015,1,1,4,MQ,3443,N635MQ,SPI,DFW,635,,,,,135.0,,,630,,,850,,,0,1,B,,,,,
2015,1,1,4,AA,1285,N576AA,IAH,DFW,640,,,,,70.0,,,224,,,750,,,0,1,B,,,,,
2015,1,1,4,MQ,2775,N613MQ,PIA,DFW,640,,,,,145.0,,,672,,,905,,,0,1,B,,,,,
2015,1,1,4,MQ,2966,N855MQ,ROW,DFW,640,,,,,85.0,,,435,,,905,,,0,1,B,,,,,
2015,1,1,4,MQ,3359,N905MQ,FWA,DFW,640,,,,,170.0,,,859,,,830,,,0,1,B,,,,,
2015,1,1,4,AA,323,N520AA,DFW,STL,645,,,,,95.0,,,550,,,820,,,0,1,B,,,,,
2015,1,1,4,AA,1449,N3KDAA,FLL,DFW,645,,,,,195.0,,,1119,,,900,,,0,1,B,,,,,
2015,1,1,4,EV,4438,N26141,HOB,IAH,645,,,,,97.0,,,501,,,922,,,0,1,B,,,,,
2015,1,1,4,MQ,2965,N637MQ,SGF,DFW,645,,,,,95.0,,,364,,,820,,,0,1,B,,,,,
2015,1,1,4,MQ,3431,N820MQ,COU,DFW,645,,,,,120.0,,,489,,,845,,,0,1,B,,,,,
2015,1,1,4,MQ,3082,N918MQ,SAF,DFW,650,,,,,95.0,,,551,,,925,,,0,1,B,,,,,
2015,1,1,4,MQ,2973,N628MQ,GRR,DFW,650,,,,,195.0,,,931,,,905,,,0,1,B,,,,,
2015,1,1,4,MQ,3419,N939MQ,LFT,DFW,650,,,,,85.0,,,351,,,815,,,0,1,B,,,,,
2015,1,1,4,AA,367,N494AA,TUL,DFW,655,,,,,75.0,,,237,,,810,,,0,1,A,,,,,
2015,1,1,4,AA,2401,N858AA,DFW,LAX,655,,,,,205.0,,,1235,,,820,,,0,1,B,,,,,
2015,1,1,4,MQ,3063,N511MQ,ELP,ORD,655,,,,,175.0,,,1236,,,1050,,,0,1,A,,,,,
2015,1,1,4,OO,5366,N930EV,DVL,JMS,700,,,,,38.0,,,83,,,738,,,0,1,B,,,,,
2015,1,1,4,AA,1648,N571AA,TUS,DFW,700,,,,,130.0,,,813,,,1010,,,0,1,B,,,,,
2015,1,1,4,AA,2291,N859AA,DFW,MIA,700,,,,,163.0,,,1121,,,1043,,,0,1,B,,,,,
2015,1,1,4,MQ,2852,N625MQ,GRK,DFW,700,,,,,55.0,,,134,,,755,,,0,1,B,,,,,
2015,1,1,4,MQ,2871,N645MQ,PNS,DFW,700,,,,,130.0,,,604,,,910,,,0,1,B,,,,,
2015,1,1,4,MQ,3024,N611MQ,GJT,DFW,700,,,,,145.0,,,773,,,1025,,,0,1,B,,,,,
2015,1,1,4,MQ,2991,N686MQ,BMI,DFW,700,,,,,145.0,,,690,,,925,,,0,1,B,,,,,
2015,1,1,4,MQ,3362,N507MQ,DFW,MAF,700,,,,,68.0,,,309,,,808,,,0,1,B,,,,,
2015,1,1,4,OO,5471,N576SW,RKS,DEN,700,,,,,87.0,,,260,,,827,,,0,1,C,,,,,
2015,1,1,4,AA,130,N012AA,MIA,TPA,702,,,,,64.0,,,204,,,806,,,0,1,A,,,,,
2015,1,1,4,WN,665,N684WN,DAL,STL,705,,,,,95.0,,,546,,,840,,,0,1,A,,,,,
2015,1,1,4,MQ,2908,N697MQ,ABI,DFW,705,,,,,55.0,,,158,,,800,,,0,1,B,,,,,
2015,1,1,4,EV,4865,N12540,MAF,IAH,719,,,,,84.0,,,429,,,843,,,0,1,B,,,,,
2015,1,1,4,MQ,2795,N628MQ,DFW,HOU,720,,,,,68.0,,,247,,,828,,,0,1,B,,,,,
2015,1,1,4,MQ,2946,N652MQ,LCH,DFW,720,,,,,75.0,,,295,,,835,,,0,1,B,,,,,
2015,1,1,4,MQ,3491,N668MQ,DFW,CVG,720,,,,,128.0,,,812,,,1028,,,0,1,B,,,,,
2015,1,1,4,EV,2563,N902EV,DFW,CRP,725,,,,,80.0,,,354,,,845,,,0,1,A,,,,,
2015,1,1,4,MQ,3040,N649MQ,GCK,DFW,725,,,,,85.0,,,404,,,850,,,0,1,B,,,,,
2015,1,1,4,MQ,2853,N906MQ,GSO,DFW,730,,,,,200.0,,,999,,,950,,,0,1,B,,,,,
2015,1,1,4,MQ,2807,N604MQ,SGF,DFW,730,,,,,95.0,,,364,,,905,,,0,1,B,,,,,
2015,1,1,4,MQ,3278,N640MQ,DFW,BTR,730,,,,,83.0,,,383,,,853,,,0,1,B,,,,,
2015,1,1,4,MQ,3286,N642MQ,DFW,SHV,730,,,,,58.0,,,190,,,828,,,0,1,B,,,,,
2015,1,1,4,MQ,3439,N849MQ,DFW,TYS,730,,,,,113.0,,,772,,,1023,,,0,1,B,,,,,
2015,1,1,4,NK,163,N618NK,DFW,ATL,731,,,,,121.0,,,731,,,1032,,,0,1,B,,,,,
2015,1,1,4,MQ,2947,N1EAMQ,DFW,LIT,735,,,,,68.0,,,304,,,843,,,0,1,B,,,,,
2015,1,1,4,AA,1616,N4WNAA,AUS,DFW,740,,,,,70.0,,,190,,,850,,,0,1,B,,,,,
2015,1,1,4,AA,2332,N005AA,DFW,ORD,740,,,,,135.0,,,802,,,955,,,0,1,B,,,,,
2015,1,1,4,MQ,2831,N680MQ,DFW,TUL,740,,,,,63.0,,,237,,,843,,,0,1,B,,,,,
2015,1,1,4,MQ,2902,N609MQ,DFW,GRK,740,,,,,48.0,,,134,,,828,,,0,1,B,,,,,
2015,1,1,4,MQ,3016,N660MQ,DFW,PNS,740,,,,,103.0,,,604,,,923,,,0,1,B,,,,,
2015,1,1,4,MQ,3015,N825MQ,BTR,DFW,745,,,,,90.0,,,383,,,915,,,0,1,B,,,,,
2015,1,1,4,AA,1476,N4XSAA,ICT,DFW,750,,,,,85.0,,,328,,,915,,,0,1,B,,,,,
2015,1,1,4,EV,2514,N879AS,DFW,OKC,750,,,,,55.0,,,175,,,845,,,0,1,A,,,,,
2015,1,1,4,AA,1090,N3DXAA,DFW,SNA,755,,,,,200.0,,,1205,,,915,,,0,1,B,,,,,
2015,1,1,4,MQ,3375,N5PBMQ,DFW,XNA,755,,,,,63.0,,,280,,,858,,,0,1,B,,,,,
2015,1,1,4,MQ,2780,N631MQ,DFW,MKE,800,,,,,138.0,,,853,,,1018,,,0,1,B,,,,,
2015,1,1,4,MQ,3065,N908MQ,DFW,GSO,800,,,,,143.0,,,999,,,1123,,,0,1,B,,,,,
2015,1,1,4,MQ,3154,N625MQ,DFW,VPS,800,,,,,108.0,,,641,,,948,,,0,1,B,,,,,
2015,1,1,4,MQ,3320,N649MQ,DFW,LAW,800,,,,,43.0,,,140,,,843,,,0,1,B,,,,,
2015,1,1,4,MQ,3389,N607MQ,XNA,DFW,800,,,,,85.0,,,280,,,925,,,0,1,B,,,,,
2015,1,1,4,OO,6615,N907SW,FLG,PHX,800,,,,,56.0,,,119,,,856,,,0,1,B,,,,,
2015,1,1,4,WN,500,N782SA,STL,BWI,805,,,,,120.0,,,738,,,1105,,,0,1,A,,,,,
2015,1,1,4,AA,1274,N4YAAA,SAT,DFW,805,,,,,70.0,,,247,,,915,,,0,1,B,,,,,
2015,1,1,4,AA,2286,N471AA,DFW,SAT,805,,,,,70.0,,,247,,,915,,,0,1,B,,,,,
2015,1,1,4,AA,1460,N3FDAA,DFW,PHX,805,,,,,170.0,,,868,,,955,,,0,1,B,,,,,
2015,1,1,4,OO,5366,N930EV,JMS,DEN,808,,,,,110.0,,,573,,,858,,,0,1,C,,,,,
2015,1,1,4,MQ,3544,N698MQ,DFW,CAE,810,,,,,133.0,,,922,,,1123,,,0,1,B,,,,,
2015,1,1,4,MQ,2897,N907MQ,DFW,GPT,815,,,,,88.0,,,500,,,943,,,0,1,B,,,,,
2015,1,1,4,MQ,3322,N857MQ,ABI,DFW,815,,,,,60.0,,,158,,,915,,,0,1,B,,,,,
2015,1,1,4,NK,812,N632NK,DFW,TPA,818,,,,,136.0,,,929,,,1134,,,0,1,B,,,,,
2015,1,1,4,AA,1301,N487AA,MSP,DFW,820,,,,,160.0,,,852,,,1100,,,0,1,B,,,,,
2015,1,1,4,MQ,3429,N928MQ,CVG,DFW,820,,,,,170.0,,,812,,,1010,,,0,1,B,,,,,
2015,1,1,4,EV,2517,N901EV,DFW,MLI,825,,,,,110.0,,,691,,,1015,,,0,1,A,,,,,
2015,1,1,4,MQ,2967,N923MQ,DFW,SAV,825,,,,,133.0,,,925,,,1138,,,0,1,B,,,,,
2015,1,1,4,MQ,3676,N612MQ,DFW,AMA,825,,,,,68.0,,,312,,,933,,,0,1,B,,,,,
2015,1,1,4,AA,2263,N434AA,DFW,CMH,830,,,,,140.0,,,926,,,1150,,,0,1,B,,,,,
2015,1,1,4,MQ,3433,N813MQ,DFW,JAN,830,,,,,78.0,,,408,,,948,,,0,1,B,,,,,
2015,1,1,4,MQ,3222,N631MQ,DFW,MSN,830,,,,,128.0,,,821,,,1038,,,0,1,B,,,,,
2015,1,1,4,MQ,2755,N692MQ,DFW,LFT,835,,,,,73.0,,,351,,,948,,,0,1,B,,,,,
2015,1,1,4,MQ,3007,N649MQ,DFW,GRR,835,,,,,143.0,,,931,,,1158,,,0,1,B,,,,,
2015,1,1,4,EV,2556,N906EV,DFW,CLL,840,,,,,50.0,,,164,,,930,,,0,1,A,,,,,
2015,1,1,4,MQ,3342,N817MQ,DFW,LEX,840,,,,,123.0,,,785,,,1143,,,0,1,B,,,,,
2015,1,1,4,MQ,3364,N689MQ,DFW,BHM,840,,,,,98.0,,,597,,,1018,,,0,1,B,,,,,
2015,1,1,4,UA,641,,LAX,HNL,845,,,,,344.0,,,2556,,,1229,,,0,1,A,,,,,
2015,1,1,4,MQ,3083,N512MQ,ROC,ORD,845,,,,,135.0,,,528,,,1000,,,0,1,A,,,,,
2015,1,1,4,MQ,3362,N507MQ,MAF,DFW,845,,,,,80.0,,,309,,,1005,,,0,1,B,,,,,
2015,1,1,4,AA,130,N012AA,TPA,MIA,847,,,,,67.0,,,204,,,954,,,0,1,A,,,,,
2015,1,1,4,EV,4575,N14972,IAH,MAF,847,,,,,94.0,,,429,,,1021,,,0,1,C,,,,,
2015,1,1,4,AA,1487,N505AA,OMA,DFW,850,,,,,125.0,,,583,,,1055,,,0,1,B,,,,,
2015,1,1,4,EV,2568,N909EV,DFW,SPS,855,,,,,45.0,,,113,,,940,,,0,1,A,,,,,
2015,1,1,4,MQ,2939,N629MQ,DFW,FWA,855,,,,,128.0,,,859,,,1203,,,0,1,B,,,,,
2015,1,1,4,MQ,3286,N642MQ,SHV,DFW,855,,,,,65.0,,,190,,,1000,,,0,1,B,,,,,
2015,1,1,4,MQ,3482,N836MQ,DFW,SGF,855,,,,,73.0,,,364,,,1008,,,0,1,B,,,,,
2015,1,1,4,MQ,3638,N514MQ,DFW,CID,855,,,,,113.0,,,685,,,1048,,,0,1,B,,,,,
2015,1,1,4,AA,323,N520AA,STL,DFW,900,,,,,115.0,,,550,,,1055,,,0,1,B,,,,,
2015,1,1,4,AA,2337,N553AA,DFW,SAN,900,,,,,190.0,,,1171,,,1010,,,0,1,B,,,,,
2015,1,1,4,EV,2520,N877AS,DFW,CRP,900,,,,,75.0,,,354,,,1015,,,0,1,A,,,,,
2015,1,1,4,MQ,2827,N636MQ,TOL,ORD,900,,,,,90.0,,,213,,,930,,,0,1,A,,,,,
2015,1,1,4,MQ,2944,N939MQ,DFW,FSM,900,,,,,58.0,,,227,,,958,,,0,1,B,,,,,
2015,1,1,4,MQ,2888,N614MQ,DFW,MGM,900,,,,,98.0,,,622,,,1038,,,0,1,B,,,,,
2015,1,1,4,EV,2515,N877AS,DFW,SJT,905,,,,,60.0,,,229,,,1005,,,0,1,A,,,,,
2015,1,1,4,MQ,3296,N922MQ,DFW,LRD,905,,,,,83.0,,,396,,,1028,,,0,1,B,,,,,
2015,1,1,4,AA,2222,N3FXAA,DFW,PHL,910,,,,,175.0,,,1303,,,1305,,,0,1,B,,,,,
2015,1,1,4,EV,2563,N902EV,CRP,DFW,910,,,,,80.0,,,354,,,1030,,,0,1,A,,,,,
2015,1,1,4,EV,2514,N879AS,OKC,DFW,910,,,,,60.0,,,175,,,1010,,,0,1,A,,,,,
2015,1,1,4,MQ,2824,N615MQ,DFW,AEX,910,,,,,63.0,,,285,,,1013,,,0,1,B,,,,,
2015,1,1,4,MQ,2831,N680MQ,TUL,DFW,910,,,,,70.0,,,237,,,1020,,,0,1,B,,,,,
2015,1,1,4,MQ,3320,N649MQ,LAW,DFW,910,,,,,50.0,,,140,,,1000,,,0,1,B,,,,,
2015,1,1,4,AA,334,N494AA,DFW,MFE,915,,,,,95.0,,,469,,,1050,,,0,1,B,,,,,
2015,1,1,4,AA,1524,N424AA,DFW,LAS,915,,,,,175.0,,,1055,,,1010,,,0,1,B,,,,,
2015,1,1,4,MQ,2830,N652MQ,DFW,PIA,915,,,,,108.0,,,672,,,1103,,,0,1,B,,,,,
2015,1,1,4,MQ,2841,N905MQ,DSM,DFW,915,,,,,125.0,,,624,,,1120,,,0,1,B,,,,,
2015,1,1,4,MQ,3190,N532MQ,DFW,MAF,915,,,,,68.0,,,309,,,1023,,,0,1,B,,,,,
2015,1,1,4,WN,929,N514SW,LBB,AUS,920,,,,,70.0,,,341,,,1030,,,0,1,B,,,,,
2015,1,1,4,MQ,2776,N600MQ,DFW,HOU,920,,,,,68.0,,,247,,,1028,,,0,1,B,,,,,
2015,1,1,4,MQ,2799,N627MQ,DFW,ACT,920,,,,,33.0,,,89,,,953,,,0,1,B,,,,,
2015,1,1,4,MQ,3041,N658MQ,DFW,DSM,920,,,,,108.0,,,624,,,1108,,,0,1,B,,,,,
2015,1,1,4,MQ,2947,N509MQ,LIT,DFW,920,,,,,80.0,,,304,,,1040,,,0,1,B,,,,,
2015,1,1,4,MQ,2983,N1EAMQ,DFW,AMA,920,,,,,68.0,,,312,,,1028,,,0,1,B,,,,,
2015,1,1,4,MQ,3278,N640MQ,BTR,DFW,920,,,,,90.0,,,383,,,1050,,,0,1,B,,,,,
2015,1,1,4,AA,262,N3CPAA,DFW,RSW,925,,,,,145.0,,,1017,,,1250,,,0,1,B,,,,,
2015,1,1,4,AA,1484,N504AA,DFW,AUS,925,,,,,60.0,,,190,,,1025,,,0,1,B,,,,,
2015,1,1,4,MQ,3636,N935MQ,DFW,MLU,925,,,,,63.0,,,293,,,1028,,,0,1,B,,,,,
2015,1,1,4,MQ,2860,N647MQ,ABI,DFW,930,,,,,55.0,,,158,,,1025,,,0,1,B,,,,,
2015,1,1,4,MQ,3184,N635MQ,DFW,GRK,930,,,,,48.0,,,134,,,1018,,,0,1,B,,,,,
2015,1,1,4,MQ,3270,N606MQ,DFW,CHA,930,,,,,108.0,,,695,,,1218,,,0,1,B,,,,,
2015,1,1,4,MQ,2828,N932MQ,DFW,CHS,935,,,,,143.0,,,987,,,1258,,,0,1,B,,,,,
2015,1,1,4,MQ,3543,N628MQ,DFW,MHK,940,,,,,83.0,,,431,,,1103,,,0,1,B,,,,,
2015,1,1,4,AA,2301,N499AA,DFW,ORD,945,,,,,135.0,,,802,,,1200,,,0,1,B,,,,,
2015,1,1,4,MQ,3196,N925MQ,DFW,SAF,945,,,,,103.0,,,551,,,1028,,,0,1,B,,,,,
2015,1,1,4,MQ,3404,N855MQ,DFW,TYR,945,,,,,43.0,,,102,,,1028,,,0,1,B,,,,,
2015,1,1,4,AA,326,N486AA,DFW,STL,950,,,,,95.0,,,550,,,1125,,,0,1,B,,,,,
2015,1,1,4,AA,1132,N437AA,DFW,PHX,950,,,,,160.0,,,868,,,1130,,,0,1,B,,,,,
2015,1,1,4,MQ,2834,N643MQ,DFW,JAN,950,,,,,78.0,,,408,,,1108,,,0,1,B,,,,,
2015,1,1,4,MQ,3325,N645MQ,DFW,XNA,950,,,,,63.0,,,280,,,1053,,,0,1,B,,,,,
2015,1,1,4,OO,6573,N468CA,PHX,SLC,950,,,,,108.0,,,507,,,1138,,,0,1,A,,,,,
2015,1,1,4,AA,2286,N471AA,SAT,DFW,955,,,,,70.0,,,247,,,1105,,,0,1,B,,,,,
2015,1,1,4,EV,2556,N906EV,CLL,DFW,955,,,,,55.0,,,164,,,1050,,,0,1,A,,,,,
2015,1,1,4,AA,290,N3JKAA,AUS,JFK,1000,,,,,215.0,,,1521,,,1435,,,0,1,A,,,,,
2015,1,1,4,AA,1114,N3HCAA,DFW,LGA,1000,,,,,190.0,,,1389,,,1410,,,0,1,B,,,,,
2015,1,1,4,AA,2377,N559AA,DFW,ICT,1000,,,,,75.0,,,328,,,1115,,,0,1,B,,,,,
2015,1,1,4,MQ,3676,N612MQ,AMA,DFW,1000,,,,,65.0,,,312,,,1105,,,0,1,B,,,,,
2015,1,1,4,OO,5531,N874AS,SAN,DEN,1000,,,,,150.0,,,853,,,1330,,,0,1,A,,,,,
2015,1,1,4,OO,5535,N930EV,DEN,MSO,1001,,,,,133.0,,,679,,,1214,,,0,1,C,,,,,
2015,1,1,4,OO,5327,N986SW,DEN,MAF,1004,,,,,102.0,,,563,,,1246,,,0,1,C,,,,,
2015,1,1,4,AA,2210,N469AA,DFW,SAT,1005,,,,,70.0,,,247,,,1115,,,0,1,B,,,,,
2015,1,1,4,MQ,2903,N607MQ,DFW,BTR,1005,,,,,78.0,,,383,,,1123,,,0,1,B,,,,,
2015,1,1,4,MQ,3393,N918MQ,DFW,TXK,1005,,,,,53.0,,,181,,,1058,,,0,1,B,,,,,
2015,1,1,4,MQ,3612,N857MQ,DFW,CLL,1005,,,,,48.0,,,164,,,1053,,,0,1,B,,,,,
2015,1,1,4,MQ,3653,N825MQ,DFW,TLH,1005,,,,,118.0,,,767,,,1303,,,0,1,B,,,,,
2015,1,1,4,UA,1412,,ORD,PHL,1010,,,,,121.0,,,678,,,1311,,,0,1,A,,,,,
2015,1,1,4,AA,1677,N560AA,MEM,DFW,1010,,,,,100.0,,,432,,,1150,,,0,1,B,,,,,
2015,1,1,4,EV,2568,N909EV,SPS,DFW,1010,,,,,50.0,,,113,,,1100,,,0,1,A,,,,,
2015,1,1,4,MQ,2897,N907MQ,GPT,DFW,1010,,,,,110.0,,,500,,,1200,,,0,1,B,,,,,
2015,1,1,4,MQ,2755,N692MQ,LFT,DFW,1015,,,,,85.0,,,351,,,1140,,,0,1,B,,,,,
2015,1,1,4,OO,7366,N438SW,APN,DTW,1018,,,,,67.0,,,198,,,1125,,,0,1,A,,,,,
2015,1,1,4,AA,1511,N3EUAA,DFW,FLL,1020,,,,,160.0,,,1119,,,1400,,,0,1,B,,,,,
2015,1,1,4,MQ,3671,N692MQ,CMH,ORD,1020,,,,,95.0,,,296,,,1055,,,0,1,A,,,,,
2015,1,1,4,OO,4973,N760SK,CVG,ORD,1022,,,,,81.0,,,265,,,1043,,,0,1,A,,,,,
2015,1,1,4,AA,184,N3LCAA,DFW,SFO,1025,,,,,225.0,,,1464,,,1210,,,0,1,B,,,,,
2015,1,1,4,AA,1255,N4XEAA,DFW,SJC,1025,,,,,225.0,,,1438,,,1210,,,0,1,B,,,,,
2015,1,1,4,MQ,2832,N667MQ,HSV,DFW,1025,,,,,130.0,,,603,,,1235,,,0,1,B,,,,,
2015,1,1,4,US,1883,,SLC,PHL,1030,,,,,243.0,,,1927,,,1633,,,0,1,A,,,,,
2015,1,1,4,AA,43,N3BNAA,DFW,DTW,1030,,,,,150.0,,,986,,,1400,,,0,1,B,,,,,
2015,1,1,4,AA,1002,N475AA,DFW,IAH,1030,,,,,65.0,,,224,,,1135,,,0,1,B,,,,,
2015,1,1,4,EV,2515,N877AS,SJT,DFW,1030,,,,,60.0,,,229,,,1130,,,0,1,A,,,,,
